There are 180,350 different words in the collocation database for this query (Query "{stellen/V}" (case-sensitive) returned 249,044 matches in 197,633 different texts)  
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts
18490	geschickter	796	4.356	7	7
18491	gesessen	3153	17.256	7	7
18492	gesondert	750	4.105	7	7
18493	gesonderte	459	2.512	7	7
18494	gespalten	3462	18.947	7	7
18495	gesteuert	1889	10.338	7	7
18496	geständig	569	3.114	7	7
18497	gesuchten	1210	6.622	7	7
18498	gesungen	4154	22.734	7	7
18499	getreu	890	4.871	7	7
18500	gewaltbereiten	736	4.028	7	7
18501	gewaltsam	3036	16.615	7	7
18502	gewandt	3989	21.831	7	7
18503	gewerbliche	775	4.241	7	7
18504	gewisses	1785	9.769	7	7
18505	gewohnter	646	3.535	7	7
18506	geänderten	583	3.191	7	7
18507	geübt	3534	19.341	7	7
18508	gleichnamige	1327	7.262	7	7
18509	gleichnamiges	156	0.854	7	7
18510	gleichzeitige	697	3.815	7	7
18511	global	2293	12.549	7	7
18512	globalisierten	1248	6.83	7	7
18513	gläserne	1068	5.845	7	7
18514	goldenen	3645	19.948	7	7
18515	grenzübergreifend	62	0.339	7	7
18516	grob	2825	15.461	7	7
18517	grotesk	1535	8.401	7	7
18518	groteske	1116	6.108	7	7
18519	großartig	2877	15.745	7	7
18520	großartige	2353	12.877	7	7
18521	gründet	2807	15.362	7	7
18522	guckt	3878	21.223	7	7
18523	gurke	2584	14.142	7	7
18524	handelten	1024	5.604	7	7
18525	hbk	1145	6.266	7	7
18526	heile	1202	6.578	7	7
18527	heißem	568	3.109	7	7
18528	herausgefunden	3210	17.568	7	7
18529	herauskommen	2094	11.46	7	7
18530	herbeigerufene	237	1.297	7	7
18531	herhalten	2653	14.519	7	7
18532	hinab	1603	8.773	7	7
18533	hinausgehen	1359	7.438	7	7
18534	hingenommen	1745	9.55	7	7
18535	hinteren	2368	12.96	7	7
18536	hinterfragt	1200	6.567	7	7
18537	hinters	632	3.459	7	7
18538	hochrangiger	988	5.407	7	7
18539	hunderttausend	2256	12.347	7	7
18540	härteren	1089	5.96	7	7
18541	hörten	2522	13.802	7	7
18542	ideelle	459	2.512	7	7
18543	immens	1416	7.749	7	7
18544	indianische	582	3.185	7	7
18545	informierten	1379	7.547	7	7
18546	initiierte	1647	9.014	7	7
18547	intellektuellen	3163	17.31	7	7
18548	intelligent	1963	10.743	7	6
18549	interkulturellen	915	5.008	7	7
18550	investigative	237	1.297	7	7
18551	irgendeinem	2266	12.401	7	7
18552	irre	1808	9.895	7	7
18553	isolierte	811	4.438	7	7
18554	jagen	3323	18.186	7	7
18555	jahrzehntelangen	752	4.116	7	7
18556	jünger	3281	17.956	7	7
18557	jüngerer	1311	7.175	7	7
18558	katastrophale	1920	10.508	7	7
18559	keck	440	2.408	7	7
18560	klassischer	2811	15.384	7	7
18561	klärt	1965	10.754	7	7
18562	knüpfen	2061	11.279	7	7
18563	kochte	522	2.857	7	7
18564	kollektiver	1104	6.042	7	7
18565	kommunizieren	1968	10.77	7	7
18566	kompakt	1389	7.602	7	7
18567	kompensieren	1846	10.103	7	7
18568	komplex	1609	8.806	7	7
18569	konservativ	2838	15.532	7	7
18570	konstant	2123	11.619	7	7
18571	konstruktiv	1546	8.461	7	7
18572	konstruktive	1476	8.078	7	7
18573	kontrollierte	2441	13.359	7	7
18574	kontroverse	884	4.838	7	7
18575	kontroversen	708	3.875	7	7
18576	konzipiert	2854	15.619	7	7
18577	korrekten	1356	7.421	7	7
18578	korrupte	1357	7.427	7	7
18579	kostete	4355	23.834	7	7
18580	kreativ	2029	11.104	7	7
18581	kriminell	1444	7.903	7	6
18582	kursiert	994	5.44	7	7
18583	kühlen	2391	13.085	7	7
18584	landeseigene	1186	6.491	7	7
18585	landesweiten	1825	9.988	7	7
18586	langwierigen	1277	6.989	7	7
18587	lateinamerikanische	942	5.155	7	7
18588	lauschen	1787	9.78	7	7
18589	lebensgroße	278	1.521	7	7
18590	lebenslanger	1795	9.824	7	7
18591	lebhaft	854	4.674	7	7
18592	legitimen	1076	5.889	7	7
18593	leidenschaftlich	1631	8.926	7	6
18594	leistete	1832	10.026	7	7
18595	leitende	1704	9.326	7	7
18596	lesbischen	1231	6.737	7	7
18597	lese	2989	16.358	7	7
18598	letzteres	988	5.407	7	7
18599	leugnen	2045	11.192	7	7
18600	libanesische	2330	12.752	7	7
18601	liberal	1901	10.404	7	7
18602	linkes	1048	5.736	7	7
18603	linksradikalen	856	4.685	7	7
18604	lno	2018	11.044	7	7
18605	loben	2620	14.339	7	7
18606	lockerer	1124	6.151	7	7
18607	loszuwerden	2290	12.533	7	7
18608	lukrative	1545	8.455	7	7
18609	lukrativen	1789	9.791	7	7
18610	lägen	4089	22.378	7	7
18611	machst	1708	9.348	7	7
18612	magischen	1715	9.386	7	7
18613	mancherorts	670	3.667	7	7
18614	mangelnder	2666	14.59	7	7
18615	maßgeblich	4311	23.593	7	7
18616	medizinisches	555	3.037	7	7
18617	mehrstündigen	748	4.094	7	7
18618	meldeten	3593	19.664	7	7
18619	mensch	1140	6.239	7	7
18620	mitgenommen	2914	15.948	7	7
18621	mittragen	1690	9.249	7	7
18622	mobil	2805	15.351	7	7
18623	moderate	1105	6.047	7	7
18624	monierte	1566	8.57	7	7
18625	moralisches	719	3.935	7	7
18626	motivierte	1898	10.387	7	7
18627	musikalisch	3835	20.988	7	7
18628	muss.	169	0.925	7	7
18629	mutige	1625	8.893	7	7
18630	mutmaßlich	1475	8.072	7	7
18631	mutmaßlicher	1658	9.074	7	7
18632	mündliche	1105	6.047	7	7
18633	nachdrücklicher	153	0.837	7	7
18634	nachgedacht	4082	22.34	7	7
18635	nachhaltiger	1071	5.861	7	7
18636	naher	1279	7	7	7
18637	national	2281	12.483	7	7
18638	neo-konservative	11	0.06	7	7
18639	neoliberalen	2513	13.753	7	7
18640	neonazistische	602	3.295	7	7
18641	neuartiger	195	1.067	7	7
18642	neunzig	1386	7.585	7	7
18643	neutral	1733	9.484	7	7
18644	neuzeitlicher	70	0.383	7	7
18645	niedergeschlagen	1804	9.873	7	7
18646	niedriger	4742	25.952	7	7
18647	norwegischen	3026	16.561	7	7
18648	not	3744	20.49	7	7
18649	notieren	706	3.864	7	7
18650	notiert	2750	15.05	7	7
18651	nrw	1699	9.298	7	7
18652	nähere	1199	6.562	7	7
18653	nördlich	5770	31.578	7	7
18654	nüchternen	1243	6.803	7	7
18655	nützliche	1085	5.938	7	7
18656	obenan	102	0.558	7	7
18657	obendrauf	650	3.557	7	7
18658	objektive	1188	6.502	7	7
18659	obliegt	805	4.406	7	7
18660	offenbaren	1645	9.003	7	7
18661	offenes	2719	14.881	7	7
18662	offensive	934	5.112	7	7
18663	or	1395	7.635	7	7
18664	originelle	1245	6.814	7	7
18665	ostentativ	216	1.182	7	7
18666	plante	1502	8.22	7	7
18667	plädieren	2429	13.293	7	7
18668	plötzliche	1837	10.054	7	7
18669	politischem	2621	14.344	7	7
18670	populistischen	1208	6.611	7	7
18671	potentieller	761	4.165	7	7
18672	praktiziert	3653	19.992	7	7
18673	preisgekrönten	742	4.061	7	7
18674	privatisieren	1405	7.689	7	7
18675	professioneller	1563	8.554	7	7
18676	programmatischen	1490	8.154	7	7
18677	propagieren	1359	7.438	7	7
18678	provokative	285	1.56	7	7
18679	publiziert	1653	9.047	7	7
18680	pur	2508	13.726	7	7
18681	qm	857	4.69	7	7
18682	qualitative	636	3.481	7	7
18683	rasche	2177	11.914	7	6
18684	realisiert	4591	25.126	7	7
18685	rechtmäßig	1808	9.895	7	7
18686	rechtskräftig	2275	12.451	7	7
18687	rechtswidrigen	574	3.141	7	7
18688	redaktionelle	818	4.477	7	7
18689	regelmäßige	2577	14.103	7	7
18690	regierte	1918	10.497	7	7
18691	regte	1808	9.895	7	7
18692	reifen	1069	5.85	7	7
18693	relative	1156	6.327	7	7
18694	repariert	1613	8.828	7	7
18695	rheinland-pfälzische	993	5.435	7	7
18696	rosa	3057	16.73	7	7
18697	rot-grüner	943	5.161	7	7
18698	ruhige	1903	10.415	7	7
18699	runde	2420	13.244	7	7
18700	rückgängig	3238	17.721	7	7
18701	rückhaltlos	287	1.571	7	7
18702	satt	4113	22.51	7	7
18703	saufen	1000	5.473	7	7
18704	schaden	4302	23.544	7	7
18705	scheuen	2185	11.958	7	7
18706	schildern	1684	9.216	7	7
18707	schlagartig	1844	10.092	7	7
18708	schlauer	1026	5.615	7	7
18709	schlechteren	1077	5.894	7	7
18710	schlechteste	1874	10.256	7	7
18711	schleunigst	1453	7.952	7	7
18712	schmeißen	1532	8.384	7	7
18713	schmerzhaften	953	5.216	7	7
18714	schreien	3363	18.405	7	7
18715	schuf	3081	16.862	7	7
18716	schwarzes	2045	11.192	7	7
18717	schwerlich	1358	7.432	7	7
18718	schwersten	3117	17.059	7	7
18719	schwuler	1600	8.756	7	7
18720	schwächeren	848	4.641	7	7
18721	schälen	468	2.561	7	7
18722	schönste	3931	21.514	7	7
18723	schüchtern	1608	8.8	7	7
18724	sensible	1608	8.8	7	7
18725	seriös	1706	9.337	7	7
18726	sicherer	4176	22.854	7	7
18727	sickerte	387	2.118	7	7
18728	sinnlich	1044	5.714	7	7
18729	Vorgehens	734	4.017	7	7
18730	Vorläufig	585	3.202	7	6
18731	Vorstandssprecherin	543	2.972	7	7
18732	Vorwand	3755	20.55	7	7
18733	Václav	1134	6.206	7	6
18734	Völkermordes	976	5.341	7	7
18735	Völkern	2155	11.794	7	7
18736	W	4009	21.94	7	7
18737	Wagenbach	647	3.541	7	7
18738	Wahlausgang	825	4.515	7	7
18739	Wahlbetrug	1291	7.065	7	7
18740	Wahlfälschung	544	2.977	7	7
18741	Wahlhelfer	738	4.039	7	7
18742	Wahlprüfsteine	114	0.624	7	7
18743	Wahrheitsfrage	19	0.104	7	7
18744	Wahrnehmungen	622	3.404	7	7
18745	Wahrscheinlichkeit	4637	25.377	7	7
18746	Waldemar	942	5.155	7	7
18747	Wale	1443	7.897	7	7
18748	Wandels	1231	6.737	7	7
18749	Wanken	1469	8.04	7	7
18750	Warhol	1965	10.754	7	7
18751	Warner	1987	10.874	7	7
18752	Warte	691	3.782	7	7
18753	Warteschlange	445	2.435	7	7
18754	Wartezeit	1513	8.28	7	7
18755	Waschmaschine	1282	7.016	7	7
18756	Wasserbetriebe	1574	8.614	7	7
18757	Wassers	1784	9.763	7	7
18758	Wayne	1979	10.831	7	7
18759	Webseiten	818	4.477	7	7
18760	Wedler	210	1.149	7	7
18761	Week	557	3.048	7	7
18762	Wegfall	2427	13.282	7	7
18763	Weißrussland	1888	10.333	7	7
18764	Weltanschauung	1112	6.086	7	7
18765	Welterbe	210	1.149	7	7
18766	Weltfrieden	680	3.722	7	7
18767	Welthungerhilfe	676	3.7	7	7
18768	Weltkulturerbe	881	4.822	7	7
18769	Werde	740	4.05	7	7
18770	Wertesystem	347	1.899	7	7
18771	Wertvorstellungen	687	3.76	7	7
18772	Wesel	585	3.202	7	6
18773	Weserstadion	1541	8.434	7	7
18774	WestLB	1597	8.74	7	7
18775	Westafrika	1293	7.076	7	7
18776	Westfalen	2736	14.974	7	7
18777	Westliche	919	5.03	7	7
18778	Westphal	1317	7.208	7	7
18779	Wichtigste	3082	16.867	7	7
18780	Wider	1781	9.747	7	7
18781	Wiefelspütz	1057	5.785	7	7
18782	Wilderer	304	1.664	7	6
18783	Williamson	532	2.912	7	7
18784	Wippermann	302	1.653	7	7
18785	Wirtschaftsreformen	990	5.418	7	7
18786	Wirtschaftsunternehmen	851	4.657	7	7
18787	Wirtschaftsverbände	567	3.103	7	7
18788	Wissenschaftsbehörde	800	4.378	7	7
18789	Wissenschaftsminister	1155	6.321	7	7
18790	Wohnsitz	2348	12.85	7	7
18791	Wong	825	4.515	7	7
18792	Worch	1115	6.102	7	7
18793	Wucht	2663	14.574	7	7
18794	Wunschzettel	483	2.643	7	7
18795	Wurf	1990	10.891	7	7
18796	Wählen	911	4.986	7	7
18797	Wählervotum	118	0.646	7	7
18798	Wüppesahl	647	3.541	7	7
18799	Youtube	332	1.817	7	7
18800	Yvonne	1302	7.126	7	7
18801	ZU	2734	14.963	7	7
18802	Zeile	2393	13.096	7	6
18803	Zeitarbeitsfirmen	374	2.047	7	5
18804	Zeitzeugen	2213	12.111	7	7
18805	Zentralen	1999	10.94	7	7
18806	Ziegler	1849	10.119	7	7
18807	Zins	792	4.334	7	7
18808	Zinssatz	659	3.607	7	7
18809	Zitaten	1352	7.399	7	7
18810	Zoran	1037	5.675	7	7
18811	Zugabe	1699	9.298	7	7
18812	Zugegeben	1981	10.842	7	7
18813	Zuges	1038	5.681	7	7
18814	Zugeständnis	1595	8.729	7	7
18815	Zuhören	928	5.079	7	7
18816	Zuma	802	4.389	7	7
18817	Zumutungen	961	5.259	7	7
18818	Zusammenlebens	1186	6.491	7	7
18819	Zuschuß	1526	8.352	7	7
18820	Zuspruch	1890	10.344	7	7
18821	Zuständig	624	3.415	7	7
18822	ZwangsarbeiterInnen	429	2.348	7	7
18823	Zweig	1136	6.217	7	6
18824	Zwischenergebnisse	180	0.985	7	7
18825	Zäune	1055	5.774	7	7
18826	Zügen	3126	17.108	7	7
18827	abenteuerliche	919	5.03	7	7
18828	abgehängt	1048	5.736	7	7
18829	abgelegenen	1486	8.133	7	7
18830	abgeschnitten	3147	17.223	7	7
18831	abgetan	1289	7.054	7	7
18832	abgewickelt	2968	16.243	7	7
18833	abhalten	3533	19.335	7	7
18834	abholen	2193	12.002	7	7
18835	ablehnte	1482	8.111	7	7
18836	ablesen	2079	11.378	7	7
18837	ablösen	1941	10.623	7	7
18838	abrupt	1375	7.525	7	7
18839	absehbar	3530	19.319	7	7
18840	absolutes	1146	6.272	7	6
18841	abzeichnet	676	3.7	7	7
18842	abzulenken	1290	7.06	7	7
18843	adäquate	770	4.214	7	7
18844	aggressiver	1359	7.438	7	7
18845	agierende	862	4.718	7	7
18846	ahnt	3112	17.031	7	7
18847	ahnungslos	800	4.378	7	7
18848	akzeptable	722	3.951	7	7
18849	akzeptierten	1131	6.19	7	7
18850	al-Maliki	377	2.063	7	4
18851	alarmierend	740	4.05	7	7
18852	alltäglich	1206	6.6	7	7
18853	altbekannte	766	4.192	7	7
18854	alternatives	805	4.406	7	7
18855	an.	1388	7.596	7	7
18856	angefordert	1894	10.365	7	7
18857	angeführt	2970	16.254	7	7
18858	angehalten	1925	10.535	7	7
18859	angehende	1265	6.923	7	7
18860	angehoben	2893	15.833	7	7
18861	angerichtet	2636	14.426	7	7
18862	angewidert	596	3.262	7	7
18863	angezeigt	3068	16.791	7	7
18864	anschauen	2943	16.106	7	7
18865	anschließen	3463	18.952	7	7
18866	anstrengend	2258	12.358	7	7
18867	anständig	1291	7.065	7	7
18868	antworteten	808	4.422	7	7
18869	anzuregen	492	2.693	7	7
18870	appelliert	3272	17.907	7	7
18871	art	1281	7.011	7	7
18872	asiatische	1794	9.818	7	7
18873	at	2042	11.175	7	7
18874	aufbereitet	1012	5.538	7	7
18875	aufgehalten	2442	13.365	7	7
18876	aufgelegt	2346	12.839	7	7
18877	aufgespürt	918	5.024	7	7
18878	aufhört	1629	8.915	7	7
18879	aufzuhalten	2386	13.058	7	7
18880	augenscheinlich	1009	5.522	7	7
18881	augenzwinkernd	642	3.514	7	7
18882	ausfindig	1757	9.616	7	7
18883	ausgebildet	5225	28.595	7	7
18884	ausgefallen	2979	16.303	7	7
18885	ausgeprägten	919	5.03	7	7
18886	ausgeräumt	1707	9.342	7	7
18887	ausgestrahlt	2646	14.481	7	7
18888	ausgezahlt	2786	15.247	7	7
18889	ausgezeichnete	1354	7.41	7	7
18890	ausländerfeindlichen	1458	7.979	7	7
18891	ausläuft	1061	5.807	7	7
18892	ausprobiert	1718	9.402	7	7
18893	aussprach	922	5.046	7	7
18894	aussteigen	2477	13.556	7	7
18895	austauschen	1944	10.639	7	7
18896	ausverkauft	3462	18.947	7	7
18897	auszudrücken	1706	9.337	7	7
18898	auszugleichen	2183	11.947	7	7
18899	autoritäre	1435	7.853	7	7
18900	banalen	924	5.057	7	7
18901	bauliche	1175	6.431	7	7
18902	baulichen	1101	6.026	7	7
18903	beachtet	2609	14.279	7	7
18904	beamen	119	0.651	7	7
18905	beantragte	3120	17.075	7	7
18906	beauftragten	1049	5.741	7	7
18907	beeindrucken	2576	14.098	7	7
18908	beendeten	1329	7.273	7	7
18909	beginnende	1347	7.372	7	7
18910	begnügen	1996	10.924	7	7
18911	begrenzter	548	2.999	7	7
18912	begutachten	1175	6.431	7	7
18913	begutachtet	984	5.385	7	7
18914	begünstigt	2039	11.159	7	7
18915	beharrte	1089	5.96	7	7
18916	behaupte	888	4.86	7	7
18917	behaupteten	1787	9.78	7	7
18918	beherzt	671	3.672	7	7
18919	behindern	2504	13.704	7	7
18920	behinderten	2663	14.574	7	7
18921	beinhaltet	2777	15.198	7	7
18922	bekundet	2095	11.466	7	7
18923	bekämen	2230	12.204	7	7
18924	belogen	798	4.367	7	7
18925	belohnt	3436	18.805	7	7
18926	bemerkenswerter	791	4.329	7	7
18927	bemängelte	1557	8.521	7	7
18928	berechnen	1209	6.617	7	7
18929	berufstätige	636	3.481	7	7
18930	berüchtigten	3191	17.464	7	7
18931	berühmt	4894	26.784	7	7
18932	beschrieb	3903	21.36	7	7
18933	beschriebenen	1401	7.667	7	7
18934	beschuldigten	1000	5.473	7	7
18935	beschweren	2536	13.879	7	7
18936	beschäftigte	3181	17.409	7	7
18937	besiegelt	1762	9.643	7	7
18938	besorgten	1092	5.976	7	7
18939	bestens	5333	29.186	7	7
18940	betonten	2507	13.72	7	7
18941	betreuen	3280	17.951	7	7
18942	beugen	2059	11.268	7	7
18943	bevölkern	1257	6.879	7	7
18944	bewacht	1915	10.48	7	7
18945	bewußte	949	5.194	7	7
18946	bewältigt	1702	9.315	7	7
18947	bezirklichen	872	4.772	7	7
18948	bisheriger	1186	6.491	7	7
18949	blonde	2283	12.494	7	7
18950	blutige	2717	14.87	7	7
18951	bläst	2173	11.892	7	7
18952	brauchten	3003	16.435	7	7
18953	braun	1402	7.673	7	7
18954	breiter	3192	17.469	7	7
18955	brennenden	2287	12.516	7	7
18956	bräuchten	2369	12.965	7	7
18957	chronisch	2231	12.21	7	7
18958	chronologisch	804	4.4	7	7
18959	contra	1379	7.547	7	7
18960	definierte	1339	7.328	7	7
18961	degradiert	1631	8.926	7	7
18962	demografischen	858	4.696	7	7
18963	demonstrierten	6087	33.313	7	7
18964	demselben	3255	17.814	7	7
18965	dereinst	1439	7.875	7	7
18966	deutschsprachigen	3132	17.141	7	7
18967	dezentrale	1197	6.551	7	7
18968	dienten	2472	13.529	7	7
18969	diesbezügliche	393	2.151	7	7
18970	diffus	696	3.809	7	7
18971	diplomatischer	1167	6.387	7	7
18972	dokumentarische	654	3.579	7	7
18973	drakonische	308	1.686	7	7
18974	dramatischer	1413	7.733	7	7
18975	dreieinhalb	2723	14.902	7	7
18976	dreien	771	4.22	7	7
18977	drucken	2261	12.374	7	7
18978	dt	1941	10.623	7	7
18979	dubiose	1157	6.332	7	7
18980	durchgehend	1266	6.929	7	7
18981	durchleuchten	634	3.47	7	7
18982	durchschnittlichen	2680	14.667	7	7
18983	edlen	1566	8.57	7	7
18984	effektive	1595	8.729	7	7
18985	ehrenamtlicher	712	3.897	7	7
18986	ehrgeizige	1518	8.308	7	7
18987	ehrgeizigen	1348	7.377	7	7
18988	eigenmächtig	829	4.537	7	7
18989	eignet	2207	12.078	7	7
18990	ein/	144	0.788	7	7
18991	eindeutiger	1044	5.714	7	7
18992	eingehend	734	4.017	7	7
18993	eingehender	446	2.441	7	7
18994	eingeholt	2239	12.254	7	7
18995	eingetragen	2056	11.252	7	7
18996	eingeweiht	2788	15.258	7	7
18997	einreisen	1641	8.981	7	7
18998	einschlägigen	2989	16.358	7	7
18999	einsichtig	698	3.82	7	7
19000	einstweilen	1169	6.398	7	7
19001	eintreten	4195	22.958	7	7
19002	einzigartig	2009	10.995	7	7
19003	einzubinden	1096	5.998	7	7
19004	einzumischen	1044	5.714	7	7
19005	einzusehen	1144	6.261	7	7
19006	einzusparen	1131	6.19	7	7
19007	emotionalen	2143	11.728	7	7
19008	empfindliche	1042	5.703	7	7
19009	empirische	603	3.3	7	7
19010	energiepolitische	640	3.503	7	7
19011	energiepolitischen	567	3.103	7	7
19012	engagierter	1327	7.262	7	7
19013	enteignet	1194	6.535	7	7
19014	entfernte	2054	11.241	7	7
19015	entlegenen	741	4.055	7	7
19016	entschuldigen	3500	19.155	7	7
19017	entspreche	2280	12.478	7	7
19018	entsprochen	1066	5.834	7	7
19019	erahnen	2025	11.082	7	7
19020	erbarmungslos	699	3.826	7	7
19021	erfolgreiches	1131	6.19	7	7
19022	erfolgte	4305	23.56	7	7
19023	erfreuliche	792	4.334	7	7
19024	ergänzen	3156	17.272	7	7
19025	erheblicher	2164	11.843	7	7
19026	erhellen	578	3.163	7	7
19027	erklärtermaßen	553	3.026	7	7
19028	erlangt	1431	7.832	7	7
19029	erlaubten	1502	8.22	7	7
19030	erlebten	1888	10.333	7	7
19031	erließ	1140	6.239	7	7
19032	erlittene	364	1.992	7	7
19033	erneuerbarer	1204	6.589	7	7
19034	ernstes	536	2.933	7	7
19035	erntete	1672	9.151	7	7
19036	erscheinenden	3600	19.702	7	7
19037	erschossenen	644	3.525	7	7
19038	erschweren	2069	11.323	7	7
19039	erstatten	1816	9.939	7	7
19040	erweckt	3003	16.435	7	7
19041	erweisen	4953	27.107	7	7
19042	erwogen	2057	11.258	7	7
19043	erwähnen	2393	13.096	7	7
19044	erörtert	2490	13.627	7	7
19045	et	4580	25.065	7	7
19046	ethisch	1117	6.113	7	7
19047	ethnischer	1621	8.871	7	7
19048	etwaige	1228	6.721	7	7
19049	Einzelfälle	1363	7.459	7	7
19050	Einzelfällen	1674	9.161	7	7
19051	Einzigartigkeit	600	3.284	7	7
19052	Eitelkeit	1546	8.461	7	7
19053	Elbvertiefung	1353	7.405	7	7
19054	Ellis	1262	6.907	7	7
19055	Elsässer	389	2.129	7	7
19056	Embargo	1947	10.656	7	7
19057	Endlagers	588	3.218	7	6
19058	Energiekonzerne	1174	6.425	7	7
19059	Enge	2674	14.634	7	7
19060	Entdeckungen	1216	6.655	7	7
19061	Ente	1552	8.494	7	7
19062	Entgleisung	665	3.639	7	7
19063	Entrüstung	1471	8.051	7	7
19064	Entschließung	978	5.352	7	7
19065	Entwicklungsland	608	3.327	7	7
19066	Entwicklungsplan	194	1.062	7	7
19067	Enzyklopädie	525	2.873	7	6
19068	Epidemie	1258	6.885	7	7
19069	Eppelmann	1090	5.965	7	7
19070	Erfolglos	290	1.587	7	7
19071	Erfolgsaussichten	1008	5.517	7	7
19072	Erfurter	1720	9.413	7	7
19073	Ergo	647	3.541	7	7
19074	Ernstes	1271	6.956	7	7
19075	Erotik	2471	13.523	7	7
19076	Erregung	1502	8.22	7	7
19077	Ersatzwohnraum	86	0.471	7	7
19078	Erweiterungsfläche	84	0.46	7	7
19079	Erwerbstätigen	946	5.177	7	7
19080	Escobar	510	2.791	7	7
19081	Esther	2281	12.483	7	7
19082	Etage	2747	15.034	7	7
19083	Europawahl	2311	12.648	7	7
19084	Eva-Maria	1118	6.119	7	7
19085	Evelyn	1054	5.768	7	6
19086	Event	2276	12.456	7	7
19087	Events	1598	8.746	7	7
19088	Ewald	1540	8.428	7	7
19089	Examen	827	4.526	7	7
19090	Extremisten	4163	22.783	7	7
19091	Exxon	1089	5.96	7	7
19092	FDP-Politiker	1105	6.047	7	7
19093	FRANK	2498	13.671	7	7
19094	Facebook	1449	7.93	7	7
19095	Fachhochschulen	1144	6.261	7	7
19096	Fahnenflucht	503	2.753	7	7
19097	Fahren	1640	8.975	7	7
19098	Familia	967	5.292	7	7
19099	Fangfragen	38	0.208	7	7
19100	Farc	1315	7.197	7	7
19101	Feindbild	1941	10.623	7	7
19102	Feinden	1512	8.275	7	7
19103	Fernsehsendung	833	4.559	7	7
19104	Filmreihe	1182	6.469	7	7
19105	Filz	2287	12.516	7	7
19106	Finanzausgleich	1216	6.655	7	7
19107	Finanziell	615	3.366	7	7
19108	Finanzmärkte	1971	10.787	7	7
19109	Finnen	1296	7.093	7	7
19110	Flensburg	3358	18.378	7	7
19111	Fliegen	3336	18.257	7	7
19112	Florenz	1762	9.643	7	7
19113	Flugblättern	1536	8.406	7	7
19114	Flugverkehr	1646	9.008	7	7
19115	Flusses	1525	8.346	7	7
19116	Flüsse	2618	14.328	7	7
19117	Folgerichtig	862	4.718	7	7
19118	Folgezeit	607	3.322	7	7
19119	Force	2344	12.828	7	7
19120	Formular	729	3.99	7	7
19121	Forscherinnen	187	1.023	7	7
19122	Forschungsgemeinschaft	782	4.28	7	7
19123	Forschungsgruppe	851	4.657	7	7
19124	Forschungsprojekte	537	2.939	7	7
19125	Foulspiels	211	1.155	7	7
19126	Fragebögen	1121	6.135	7	7
19127	Fragenkatalog	453	2.479	7	7
19128	Fraktionsvorstand	769	4.209	7	7
19129	Frauenpolitik	1669	9.134	7	7
19130	Fremdheit	1028	5.626	7	7
19131	Freudenberg	340	1.861	7	7
19132	Fried	823	4.504	7	6
19133	Friedenstruppen	847	4.635	7	7
19134	Friedrich-Ebert-Stiftung	729	3.99	7	7
19135	Friedrichshainer	1196	6.545	7	7
19136	Friedrichstraße	4341	23.757	7	7
19137	Frucht	1212	6.633	7	7
19138	Fundus	1540	8.428	7	7
19139	Furore	1765	9.659	7	7
19140	Fußballspiel	1629	8.915	7	7
19141	Fürst	1485	8.127	7	7
19142	GALier	670	3.667	7	7
19143	GERHARD	1357	7.427	7	7
19144	GESSLER	1337	7.317	7	7
19145	GIs	1007	5.511	7	7
19146	Gab	2038	11.154	7	7
19147	Galeristin	574	3.141	7	7
19148	Ganztagsschule	866	4.739	7	7
19149	Gar	2429	13.293	7	7
19150	Garant	1694	9.271	7	7
19151	Gasag	1319	7.219	7	7
19152	Gastgebern	522	2.857	7	7
19153	Gattungsfrage	21	0.115	7	7
19154	Geberländer	760	4.159	7	7
19155	Gebäck	488	2.671	7	7
19156	Gedankengut	1628	8.91	7	7
19157	Gefährt	1162	6.359	7	7
19158	Gefängnissen	3706	20.282	7	7
19159	Gefüge	896	4.904	7	7
19160	Gegenständen	1140	6.239	7	7
19161	Geh	1089	5.96	7	7
19162	Geheimnisverrats	186	1.018	7	7
19163	Gehweg	954	5.221	7	7
19164	Geldern	2720	14.886	7	7
19165	Geldmittel	301	1.647	7	7
19166	Gelegenheiten	1665	9.112	7	7
19167	Geliebte	2333	12.768	7	7
19168	Gemeinwesen	1261	6.901	7	7
19169	Genehmigungsverfahren	1915	10.48	7	7
19170	Generalsekretärin	973	5.325	7	7
19171	Generationswechsel	805	4.406	7	7
19172	Genozid	1592	8.713	7	7
19173	Gentechnologie	1374	7.52	7	7
19174	Gepflogenheiten	1044	5.714	7	7
19175	Gera	1415	7.744	7	7
19176	Gerede	3091	16.916	7	7
19177	Geräten	1472	8.056	7	7
19178	Gesamtberliner	717	3.924	7	6
19179	Gesamtkunstwerk	1042	5.703	7	7
19180	Gesamtmetall	883	4.833	7	7
19181	Geschenke	3202	17.524	7	7
19182	Geschlechterrollen	625	3.421	7	7
19183	Gesetzesantrag	147	0.805	7	7
19184	Gesetzesnovelle	504	2.758	7	7
19185	Gesprächsrunde	1315	7.197	7	7
19186	Gespür	2829	15.483	7	7
19187	Gestapo	1813	9.922	7	7
19188	Gesuchter	46	0.252	7	7
19189	Gewaltanwendung	1180	6.458	7	7
19190	Gewaltbereitschaft	1272	6.961	7	7
19191	Gewand	1608	8.8	7	7
19192	Gewehre	1120	6.13	7	7
19193	Gewerbeaufsichtsamt	330	1.806	7	7
